id,task_id,track_id,lang,category,type,topic,complexity,image,task,choices,hint,status,llm_answer,confidence_level,submitted_answer,llm_info,user_answers
3865,MufYBZ81JNgrCYfF,t-9rDEM1C5dZCSFi,en,vqa,numeric,office,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_unkgbygdy5domgqt.png,how many metal coffee mugs have the same color as the metal chair?,"{'a': '1', 'b': '0'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.7209821831252023, ""margin"": 0.4419643662504047, ""entropy"": 0.5920232889088297, ""probs"": {""a"": 0.7209821831252023, ""b"": 0.27901781687479765}, ""adapter"": ""amount""}",['a']
3867,SGHByi4ZgpVaCZlj,t-Cmc7x5MfsXlOxT,en,vqa,mcq,animals,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_athz06wex4mf4jq5.png,there is a small yellow thing that is made of the same material as the tiny rabbit; what is its shape?,"{'a': 'cat', 'b': 'dog', 'c': 'rabbit', 'd': 'bird'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8017932031150757, ""margin"": 0.6541712132767248, ""entropy"": 0.6442072444643623, ""probs"": {""a"": 0.8017932031150757, ""b"": 0.14762198983835098, ""c"": 0.031090909786301687, ""d"": 0.019493897260271575}, ""adapter"": ""shape""}",['a']
3869,nU82skO4qNq5kONF,t-srbugEzuYOgRQ7,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cu8dte1zfpaijfjj.png,what material is the small object that is the same color as the rubber tire?,"{'a': 'rubber', 'b': 'metal'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8170187988495117, ""margin"": 0.6340375976990233, ""entropy"": 0.4758840453736578, ""probs"": {""a"": 0.1829812011504883, ""b"": 0.8170187988495117}, ""adapter"": ""material""}",['b']
3873,tMgGN6iTM12f3VjV,t-oKREPuLnvtatQD,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_iv8iype4l0ia58rd.png,do the tiny cyan thing and the green rubber object have the same shape?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8201043172372529, ""margin"": 0.6402086344745056, ""entropy"": 0.47123526875829336, ""probs"": {""a"": 0.17989568276274723, ""b"": 0.8201043172372529}, ""adapter"": ""trfl""}","['a', 'b']"
3876,wulesHvpNE4YTQSA,t-YIxPYiav7YOS3G,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ug2q07hqpbvi5q0u.png,there is another tiny gray thing that is the same shape as the gray metal object; what material is it?,"{'a': 'rubber', 'b': 'metal'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9548224123700211, ""margin"": 0.9096448247400422, ""entropy"": 0.18406330919837877, ""probs"": {""a"": 0.9548224123700211, ""b"": 0.04517758762997887}, ""adapter"": ""material""}",['a']
3878,JPSwg2Fk0U0YMTcl,t-SmcKHT3oYe8Ery,en,vqa,mcq,kitchen,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_n8q9nx2bh1tepdzn.png,what color is the teapot that is the same material as the big red thing?,"{'a': 'blue', 'b': 'cyan', 'c': 'purple', 'd': 'gray', 'e': 'yellow'}",,Submitted,c,1.0,c,"{""answer"": ""c"", ""confidence"": 0.9519763560126204, ""margin"": 0.9051629680142524, ""entropy"": 0.19898539638181847, ""probs"": {""a"": 0.00010050367296029141, ""b"": 9.959532890689526e-05, ""c"": 0.9519763560126204, ""d"": 0.0010101569871444529, ""e"": 0.04681338799836797}, ""adapter"": ""color""}","['a', 'c']"
3884,cARqcsjHY80llDqQ,t-zaKw37axGy03XO,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6u2rav327tq34phf.png,the other hospital bed that is made of the same material as the small hospital bed is what size?,"{'a': 'large', 'b': 'small'}",,Submitted,a,0.0,b,"{""answer"": ""a"", ""confidence"": 0.9895725726744645, ""margin"": 0.9791451453489292, ""entropy"": 0.05795651458729714, ""probs"": {""a"": 0.9895725726744645, ""b"": 0.010427427325535407}, ""adapter"": ""size""}","['b', 'b']"
3885,1cQRD2GgynecJ9GM,t-23p7WbCbd0kMkZ,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g5fzm7fxj2latvap.png,the green metal thing has what size?,"{'a': 'large', 'b': 'small'}",,Submitted,a,1.0,b,"{""answer"": ""a"", ""confidence"": 0.5269571056879079, ""margin"": 0.0539142113758157, ""entropy"": 0.6916931045480343, ""probs"": {""a"": 0.5269571056879079, ""b"": 0.4730428943120922}, ""adapter"": ""size""}","['b', 'b']"
3889,LTzfDEfoISFqUXQe,t-GVotauA93f4xbA,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7tmj9g0b4jlzt822.png,how many things are small blue objects or screwdrivers?,"{'a': '5', 'b': '4'}",,Submitted,b,1.0,a,"{""answer"": ""b"", ""confidence"": 0.8647386839325136, ""margin"": 0.7294773678650273, ""entropy"": 0.3962672509359485, ""probs"": {""a"": 0.13526131606748634, ""b"": 0.8647386839325136}, ""adapter"": ""amount""}","['a', 'a']"
3890,SP36Z0AW9F98t3tj,t-0JaHbo0yl9TTBb,en,vqa,mcq,kitchen,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0oc8tgcalnoalnjp.png,there is another thing that is the same shape as the large brown object; what is its size?,"{'a': 'small', 'b': 'large'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.7685506945370103, ""margin"": 0.5371013890740207, ""entropy"": 0.5410216320045463, ""probs"": {""a"": 0.7685506945370103, ""b"": 0.2314493054629896}, ""adapter"": ""size""}",['a']
3892,6X0M1zqjPfcUFwZR,t-nwr327JVJJTAMC,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rano4hmkkisbkf75.png,the red metal stethoscope has what size?,"{'a': 'small', 'b': 'large'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9841040539322802, ""margin"": 0.9682081078645602, ""entropy"": 0.08160503012167514, ""probs"": {""a"": 0.9841040539322802, ""b"": 0.015895946067719952}, ""adapter"": ""size""}",['a']
3898,5TiicTmPfOvyFiSp,t-PPzCCvtov20VRM,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_akpiyjf1oj6rbg0s.png,is the color of the tiny metal object the same as the coffee table?,"{'a': 'False', 'b': 'True'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.7871685271927742, ""margin"": 0.5743370543855484, ""entropy"": 0.5176840771799883, ""probs"": {""a"": 0.2128314728072258, ""b"": 0.7871685271927742}, ""adapter"": ""trfl""}",['b']
3904,FPaLGkN9z7wBAqdb,t-Yg0848EYRuaq2y,en,vqa,mcq,school,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_nm3m6d00ypmrf9rc.png,what material is the small red backpack?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9991418994314707, ""margin"": 0.9982837988629414, ""entropy"": 0.006916599564810675, ""probs"": {""a"": 0.0008581005685293291, ""b"": 0.9991418994314707}, ""adapter"": ""material""}",['b']
3907,rpv6RILVTsapy0We,t-nddjOM9UQEqorw,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ewh02q5za0cvvqaw.png,what number of tires are large brown things or rubber things?,"{'a': '6', 'b': '4'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9480499761273274, ""margin"": 0.896099952254655, ""entropy"": 0.20421742590147818, ""probs"": {""a"": 0.05195002387267247, ""b"": 0.9480499761273274}, ""adapter"": ""amount""}",['b']
3912,Pq9UPwco2QTPmxWe,t-frz3dVkIIAs9QY,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_j7r2d3lyv9f9vocg.png,what number of blue things have the same size as the brown thing?,"{'a': '3', 'b': '4'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.6983410460930082, ""margin"": 0.39668209218601636, ""entropy"": 0.6122633843397263, ""probs"": {""a"": 0.6983410460930082, ""b"": 0.3016589539069918}, ""adapter"": ""amount""}",['a']
3921,VaPgWosECTQmAvJ3,t-pH9KRICiPRxpRH,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rcljaroz7034w7z3.png,is there a brown thing made of the same material as the blue screwdriver?,"{'a': 'False', 'b': 'True'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9786507690748674, ""margin"": 0.9573015381497346, ""entropy"": 0.1032446279846984, ""probs"": {""a"": 0.02134923092513272, ""b"": 0.9786507690748674}, ""adapter"": ""trfl""}",['b']
3922,o750L1iwzwXP4EAB,t-48LsTJGwDtuG48,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1w93fajvm70bjvc0.png,the gray coffee table has what size?,"{'a': 'small', 'b': 'large'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9106984568018854, ""margin"": 0.8213969136037709, ""entropy"": 0.30091886379450966, ""probs"": {""a"": 0.08930154319811456, ""b"": 0.9106984568018854}, ""adapter"": ""size""}",['b']
3925,gsoTnrW1HHZSvVrW,t-PhuEvjJ7ZIcex0,en,vqa,true-false,animals,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qzrhdzx6n1bpcljz.png,are any large metal cats visible?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8827294410457714, ""margin"": 0.7654588820915429, ""entropy"": 0.3614512630044299, ""probs"": {""a"": 0.8827294410457714, ""b"": 0.11727055895422851}, ""adapter"": ""trfl""}",['a']
3948,ziqqfkfi8NFLEsEP,t-NjqtGicTXufceC,en,vqa,true-false,construction-site,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_en5d1w9bydf6pwbu.png,are there any other things that are the same size as the red bulldozer?,"{'a': 'True', 'b': 'False'}",,Submitted,b,0.0,a,"{""answer"": ""b"", ""confidence"": 0.7493738974219062, ""margin"": 0.49874779484381243, ""entropy"": 0.5630219438388234, ""probs"": {""a"": 0.25062610257809376, ""b"": 0.7493738974219062}, ""adapter"": ""trfl""}","['a', 'a']"
3950,ZsU2RniBAzDrwlVy,t-galVP3clJNbFOt,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_wbyangcidr8nmcdj.png,how many other things are there of the same shape as the small gray metal thing?,"{'a': '4', 'b': '2'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.919900374791028, ""margin"": 0.839800749582056, ""entropy"": 0.2790126236993976, ""probs"": {""a"": 0.08009962520897207, ""b"": 0.919900374791028}, ""adapter"": ""amount""}",['b']
3961,ktfLH2fwE3YLReX9,t-MP7nMoYDcLWBdL,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0weee13ofeztiok9.png,is the color of the large tire the same as the small tire?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.7276605607588185, ""margin"": 0.4553211215176368, ""entropy"": 0.5855718405899892, ""probs"": {""a"": 0.27233943924118165, ""b"": 0.7276605607588185}, ""adapter"": ""trfl""}",['b']
3963,SQY67CZ6qEY3fKjb,t-cbPupMwQRumd5z,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2yolutv2hzpxv6ag.png,how many tiny rubber things are there?,"{'a': '7', 'b': '5'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9663681777214097, ""margin"": 0.9327363554428193, ""entropy"": 0.14714846803511197, ""probs"": {""a"": 0.0336318222785904, ""b"": 0.9663681777214097}, ""adapter"": ""amount""}",['b']
3966,KXD8qW8hvwpZn88n,t-thgkOGT471NKgA,en,vqa,mcq,office,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6jduzwato1jr07rm.png,what color is the other big rubber object that is the same shape as the gray rubber object?,"{'a': 'green', 'b': 'purple', 'c': 'blue', 'd': 'yellow'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9868961886363142, ""margin"": 0.9794878186167874, ""entropy"": 0.08188282017243893, ""probs"": {""a"": 0.9868961886363142, ""b"": 0.0013267410718934669, ""c"": 0.004368700272265496, ""d"": 0.007408370019526828}, ""adapter"": ""color""}",['a']
3972,54kYfSjVWiOcIPmz,t-yyTx1l4zxMfHsZ,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kft07jqnzt8ipzs7.png,what number of large rubber objects are there?,"{'a': '4', 'b': '2'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9988416344537141, ""margin"": 0.9976832689074283, ""entropy"": 0.008989108778443817, ""probs"": {""a"": 0.0011583655462857618, ""b"": 0.9988416344537141}, ""adapter"": ""amount""}",['b']
3973,b2qMqZVFGWpmssaZ,t-1jNHCLBT5xbEr8,en,vqa,mcq,construction-site,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ljpypb3ecbl47g7w.png,there is a big object that is the same color as the metal traffic cone; what is its material?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8794328197520912, ""margin"": 0.7588656395041825, ""entropy"": 0.36805353720331907, ""probs"": {""a"": 0.12056718024790869, ""b"": 0.8794328197520912}, ""adapter"": ""material""}",['b']
3974,BfYPdItPWieOzDhz,t-Pq4CaOc4USPgHB,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_b2k900udn9gsxkcz.png,is there another metal stethoscope of the same size as the yellow stethoscope?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.5623216543174077, ""margin"": 0.12464330863481521, ""entropy"": 0.6853589634955486, ""probs"": {""a"": 0.5623216543174077, ""b"": 0.43767834568259245}, ""adapter"": ""trfl""}",['a']
3976,xAyCYm16Amfn5f39,t-K9fiVxWeisXaBA,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ep2b62wzkwkofv3m.png,how many metal objects are televisions or yellow things?,"{'a': '3', 'b': '2'}",,Submitted,b,1.0,a,"{""answer"": ""b"", ""confidence"": 0.6495325466463495, ""margin"": 0.29906509329269904, ""entropy"": 0.6477355308376586, ""probs"": {""a"": 0.3504674533536505, ""b"": 0.6495325466463495}, ""adapter"": ""amount""}","['a', 'a']"
4189,esMlzflkS9rhSBvn,t-PaDKanqVG2a8HS,en,vqa,numeric,medical-field,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_zikablj887dvrs47.png,how many other objects are the same shape as the red rubber object?,"{'a': '1', 'b': '3'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.7988213835359801, ""margin"": 0.5976427670719602, ""entropy"": 0.5020319982169781, ""probs"": {""a"": 0.7988213835359801, ""b"": 0.20117861646401997}, ""adapter"": ""amount""}",['a']
4191,74gujSOP9ctnYJUe,t-kP0QSc4tbSYfgq,en,vqa,mcq,underwater,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_akfb7vsku43byg8x.png,there is a object that is the same color as the large rubber turtle; what is its shape?,"{'a': 'snorkel', 'b': 'fish', 'c': 'coral'}",,Submitted,c,1.0,c,"{""answer"": ""c"", ""confidence"": 0.5353307271000732, ""margin"": 0.22482407739069687, ""entropy"": 0.9859105807111146, ""probs"": {""a"": 0.31050664970937636, ""b"": 0.15416262319055046, ""c"": 0.5353307271000732}, ""adapter"": ""shape""}",['c']
4193,ZBoG8AZfUuaURPRT,t-aTrOaENIMovvDb,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fkrt5dduhc8jvkhu.png,there is another thing that is the same color as the small metal object; what size is it?,"{'a': 'small', 'b': 'large'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8612890971449844, ""margin"": 0.7225781942899687, ""entropy"": 0.40261648108658776, ""probs"": {""a"": 0.1387109028550157, ""b"": 0.8612890971449844}, ""adapter"": ""size""}",['b']
4195,hQBbYS78cJhGfIXq,t-FGVxhZPPUfyv3Q,en,vqa,numeric,medical-field,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_snpupimuyst8llj4.png,how many other objects are there of the same shape as the small metal object?,"{'a': '2', 'b': '3'}",,Submitted,a,0.0,a,"{""answer"": ""a"", ""confidence"": 0.5969242640984692, ""margin"": 0.19384852819693843, ""entropy"": 0.6742390786363376, ""probs"": {""a"": 0.5969242640984692, ""b"": 0.4030757359015308}, ""adapter"": ""amount""}","['b', 'a']"
4198,vtlZbZlyJhgigUUS,t-VTkGpwzsXVZlt9,en,vqa,mcq,fashion,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_df8xzrp4ud66b5je.png,what material is the cyan hat?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9958739237770249, ""margin"": 0.9917478475540499, ""entropy"": 0.02677147827361607, ""probs"": {""a"": 0.004126076222975041, ""b"": 0.9958739237770249}, ""adapter"": ""material""}",['b']
4199,oknP5hDpyQsTlYfD,t-GGoGLSsgkgMqDQ,en,vqa,mcq,fashion,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_brla529uuqy61ry9.png,the thing that is the same color as the big metal hat is what size?,"{'a': 'large', 'b': 'small'}",,Submitted,a,1.0,b,"{""answer"": ""a"", ""confidence"": 0.7035303500538949, ""margin"": 0.4070607001077898, ""entropy"": 0.6078433022756949, ""probs"": {""a"": 0.7035303500538949, ""b"": 0.2964696499461051}, ""adapter"": ""size""}","['b', 'b']"
4200,5hJe21XFdn9LcvGY,t-7i4xtRIWTez2ek,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_eo5tgmc3igrdrejw.png,is the shape of the tiny yellow rubber object the same as the small gray rubber object?,"{'a': 'False', 'b': 'True'}",,Submitted,b,0.0,a,"{""answer"": ""b"", ""confidence"": 0.9228474107911094, ""margin"": 0.8456948215822188, ""entropy"": 0.2717593190566727, ""probs"": {""a"": 0.07715258920889065, ""b"": 0.9228474107911094}, ""adapter"": ""trfl""}","['a', 'a']"
4206,QE7EX4OfH15MniMZ,t-aNhKEiitQEpyNr,en,vqa,mcq,medical-field,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xu74a2eh4rcaqx7a.png,the red thing that is the same size as the purple injection is what shape?,"{'a': 'iv fluid bag', 'b': 'hospital bed', 'c': 'injection', 'd': 'stethoscope', 'e': 'medicine bottle'}",,Submitted,d,1.0,d,"{""answer"": ""d"", ""confidence"": 0.9461817164259189, ""margin"": 0.9272703565828562, ""entropy"": 0.2765625674741361, ""probs"": {""a"": 0.01891135984306267, ""b"": 0.012831749934197664, ""c"": 0.018891674343867137, ""d"": 0.9461817164259189, ""e"": 0.0031834994529537117}, ""adapter"": ""shape""}",['d']
4207,YdMScOrdEpf41xXS,t-gUiEONfaRl2j5N,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jv0jbaq1irynicq8.png,are there any other things that are the same material as the small camel?,"{'a': 'False', 'b': 'True'}",,Submitted,a,0.0,a,"{""answer"": ""a"", ""confidence"": 0.981887957653238, ""margin"": 0.963775915306476, ""entropy"": 0.09059765009882222, ""probs"": {""a"": 0.981887957653238, ""b"": 0.018112042346761986}, ""adapter"": ""trfl""}","['b', 'a']"
4215,2zeyAmF16agrheqM,t-3zurpTAV7sY2Ou,en,vqa,true-false,animals,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_edthp28v26hugqxo.png,do the rubber thing and the dog have the same color?,"{'a': 'True', 'b': 'False'}",,Submitted,b,0.0,b,"{""answer"": ""b"", ""confidence"": 0.778723319646126, ""margin"": 0.557446639292252, ""entropy"": 0.5285190702341461, ""probs"": {""a"": 0.22127668035387396, ""b"": 0.778723319646126}, ""adapter"": ""trfl""}","['a', 'b']"
4218,4ACPgi2nOYyXpsij,t-2ImIO4TE6pZ47c,en,vqa,mcq,medical-field,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bra9vluojfdphzj3.png,there is a small metal thing that is the same color as the metal injection; what shape is it?,"{'a': 'stethoscope', 'b': 'iv fluid bag', 'c': 'hospital bed'}",,Submitted,c,1.0,c,"{""answer"": ""c"", ""confidence"": 0.711509289274145, ""margin"": 0.5098611004651754, ""entropy"": 0.7772729234749214, ""probs"": {""a"": 0.20164818880896962, ""b"": 0.0868425219168853, ""c"": 0.711509289274145}, ""adapter"": ""shape""}",['c']
4219,WMSdPr1jKFHTxmJJ,t-B41dxO5JYvdSq4,en,vqa,mcq,underwater,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_40wbcuc1p7rx8g3k.png,what shape is the other thing that is the same size as the purple rubber object?,"{'a': 'turtle', 'b': 'oxygen tank', 'c': 'coral', 'd': 'snorkel', 'e': 'fish'}",,Submitted,a,1.0,c,"{""answer"": ""a"", ""confidence"": 0.425823116450726, ""margin"": 0.09352318632387296, ""entropy"": 1.3139438133813017, ""probs"": {""a"": 0.425823116450726, ""b"": 0.12848478110255895, ""c"": 0.33229993012685305, ""d"": 0.04035024925919638, ""e"": 0.07304192306066572}, ""adapter"": ""shape""}","['c', 'c', 'c']"
4220,W33Uncw11yqDVrx9,t-E21DwdWlsw7fSn,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lzflmjyycoibldne.png,what number of other things are made of the same material as the blue object?,"{'a': '3', 'b': '5'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9925755097739386, ""margin"": 0.9851510195478773, ""entropy"": 0.04379892237915998, ""probs"": {""a"": 0.9925755097739386, ""b"": 0.007424490226061327}, ""adapter"": ""amount""}",['a']
4224,DxY737xciwy1Z4kg,t-sCTuWDKOc2T0Yl,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0l66mnm34oxnfwjv.png,how many rubber things are there?,"{'a': '3', 'b': '5'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9979927539309188, ""margin"": 0.9959855078618377, ""entropy"": 0.014472218696258764, ""probs"": {""a"": 0.9979927539309188, ""b"": 0.002007246069081095}, ""adapter"": ""amount""}",['a']
4225,br0FKYzDIELySNwA,t-oORU9dffmRkYtt,en,vqa,mcq,underwater,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g8dn44q9ithf0pwn.png,the other large object that is the same shape as the cyan object is what color?,"{'a': 'brown', 'b': 'blue', 'c': 'gray', 'd': 'purple'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8922245813543742, ""margin"": 0.7880756328228873, ""entropy"": 0.36010383318230077, ""probs"": {""a"": 0.8922245813543742, ""b"": 0.10414894853148694, ""c"": 0.0013615344362290754, ""d"": 0.002264935677909837}, ""adapter"": ""color""}",['a']
4228,nVy2qrBBT55cFT6J,t-VhIQ5MJ0rHR7yw,en,vqa,mcq,music,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_yg9lxa985zsqzl17.png,there is a flute that is the same color as the small mic; what material is it?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,a,0.0,b,"{""answer"": ""a"", ""confidence"": 0.9792979175107325, ""margin"": 0.9585958350214648, ""entropy"": 0.10075905933222862, ""probs"": {""a"": 0.9792979175107325, ""b"": 0.02070208248926761}, ""adapter"": ""material""}","['b', 'b']"
4233,V7m7d5R651F2WvKU,t-XIIwSg1soJRmUQ,en,vqa,true-false,office,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jd52inxkhnjkx7fl.png,is the number of tiny purple laptops less than the number of small purple things?,"{'a': 'False', 'b': 'True'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.6700401043507112, ""margin"": 0.3400802087014223, ""entropy"": 0.6341502307710241, ""probs"": {""a"": 0.32995989564928885, ""b"": 0.6700401043507112}, ""adapter"": ""trfl""}",['b']
4234,KnqoNz4TVkzsg0OS,t-Xo2sZRqxpGIaxc,en,vqa,mcq,music,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xalp6rjlk31dcd9b.png,what material is the other red thing that is the same size as the rubber thing?,"{'a': 'rubber', 'b': 'metal'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9881294465410897, ""margin"": 0.9762588930821794, ""entropy"": 0.06443022491752659, ""probs"": {""a"": 0.011870553458910322, ""b"": 0.9881294465410897}, ""adapter"": ""material""}",['b']
4235,GLyNDYsfSRPbxcIE,t-QNGrI5nrvgDAsu,en,vqa,true-false,music,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_nlv6xsat5nmn3e0v.png,is there a drum that has the same color as the metal guitar?,"{'a': 'False', 'b': 'True'}",,Submitted,b,0.0,b,"{""answer"": ""b"", ""confidence"": 0.5917032407868895, ""margin"": 0.18340648157377898, ""entropy"": 0.6762326271708632, ""probs"": {""a"": 0.40829675921311054, ""b"": 0.5917032407868895}, ""adapter"": ""trfl""}","['a', 'b']"
