id,task_id,lang,category,type,topic,complexity,image,task,choices,correct_answer,user_answers
168,0jPeW7ABopuGeOqV,en,vqa,mcq,fashion,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_doq5p3sic6nwk3sa.png,there is a red thing that is the same size as the red pants; what is its shape?,"{'a': 'shoe', 'b': 'bag', 'c': 'hat', 'd': 'shirt', 'e': 'pants'}",b,[]
169,bZPuBHIW88QMFvgz,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2zbokliuwfs5ac6o.png,how many big rubber tires have the same color as the wrench?,"{'a': '1', 'b': '2'}",a,"['b', 'a', 'a', 'a', 'a', 'a', 'a']"
170,KjvQ1D1iwo6PziSl,en,vqa,true-false,kitchen,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_d8te2nd9864bcb0b.png,is there any other thing that has the same shape as the blue object?,"{'a': 'True', 'b': 'False'}",a,"['a', 'a', 'a']"
171,WPJo7ZeYNytEKDBU,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5jdynwge6scm2v4u.png,there is a thing that is the same color as the large sofa; what is it made of?,"{'a': 'rubber', 'b': 'metal'}",a,"['a', 'a']"
172,S7xIdbpUVHNpKt7T,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ej9cbf37n9nxasns.png,what is the tiny gray iv fluid bag made of?,"{'a': 'rubber', 'b': 'metal'}",a,"['a', 'a', 'b', 'a']"
173,wCSXLwbzi7h12TPm,en,vqa,true-false,music,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_knkiunzhghobu6nr.png,are there any other things of the same color as the rubber flute?,"{'a': 'True', 'b': 'False'}",a,"['a', 'a', 'b']"
174,SgN6xc40syt8i6zF,en,vqa,mcq,office,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_sn8tx0n2alorfzzw.png,what is the shape of the gray object that is made of the same material as the yellow coffee mug?,"{'a': 'coffee mug', 'b': 'pen holder', 'c': 'laptop', 'd': 'calculator', 'e': 'chair'}",d,"['d', 'd', 'a', 'd', 'a', 'd', 'a']"
175,KK8xKxh1Bb2JiuwU,en,vqa,mcq,school,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fk2dobpqg6vjh67f.png,what size is the blue notebook?,"{'a': 'large', 'b': 'small'}",a,['a']
176,xdvzPe42Q9tVYEr1,en,vqa,mcq,uae,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_eg274mdpmmy8qa78.png,there is a red falcon stand that is the same size as the rubber bedouin tent; what is its material?,"{'a': 'rubber', 'b': 'metal'}",a,['a']
177,E2T951d2rNksgMyo,en,vqa,mcq,underwater,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_oy68s3jpejwd0mog.png,there is a yellow oxygen tank that is the same size as the green metal object; what material is it?,"{'a': 'rubber', 'b': 'metal'}",a,"['a', 'b', 'a', 'a']"
178,vueYdu2WKQQ5McIE,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8831hr6d10pv8to2.png,there is another cyan thing that is the same shape as the big cyan rubber object; what is its material?,"{'a': 'metal', 'b': 'rubber'}",a,"['b', 'b', 'a', 'a', 'a']"
179,6OfJ2NqaBMJmAwxK,en,vqa,true-false,construction-site,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_15vffxah2zbnlum1.png,is the rubber hard hat the same color as the small rubber crane?,"{'a': 'True', 'b': 'False'}",b,"['a', 'b']"
180,WeTybNmxY0I6lY2V,en,vqa,numeric,music,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9ogbozp0lyfezgt9.png,what number of guitars are either metal objects or cyan rubber things?,"{'a': '3', 'b': '4'}",a,"['b', 'a']"
181,hp1MJXS49yYSCVo0,en,vqa,numeric,animals,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fok7cb55sa18ryxx.png,what number of objects are the same size as the green dog?,"{'a': '5', 'b': '4'}",b,"['b', 'b', 'b', 'a']"
182,q5WQzxIK3JdZrw8K,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_j68e1m6uoblt4x6z.png,how many big things have the same material as the small cyan thing?,"{'a': '2', 'b': '3'}",a,"['a', 'a', 'b']"
183,H6d2KfM73rhKBrTD,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6weca4xhp41720io.png,how many large objects are either blue rubber bags or rubber pants?,"{'a': '2', 'b': '1'}",b,"['a', 'b', 'b']"
184,BpKjVQalbRuyk6sg,en,vqa,mcq,garage-workshop,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5b4tzvf7mq9i4cj7.png,what color is the rubber tire?,"{'a': 'blue', 'b': 'brown', 'c': 'cyan'}",b,"['b', 'a', 'a']"
185,igKBxNGXaxu1ZM4m,en,vqa,true-false,kitchen,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_533cn0auhpv2ar5h.png,is the number of large gray rubber saucepans greater than the number of rubber objects?,"{'a': 'True', 'b': 'False'}",b,"['a', 'a', 'a', 'b', 'a', 'b']"
186,PrOboDvbPYMjsqjy,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_uc30mqaj77pjupd9.png,the thing that is the same color as the rubber television is what size?,"{'a': 'large', 'b': 'small'}",b,"['b', 'a', 'a']"
187,57eF9AbTMNT2rfXv,en,vqa,numeric,medical-field,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kcz6akfjlqanea8a.png,how many other objects are there of the same shape as the red rubber thing?,"{'a': '2', 'b': '3'}",a,"['b', 'b', 'a']"
188,kASGhclpBvvla5mk,en,vqa,true-false,music,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4kr105rrvd66xlie.png,is there any other thing that has the same size as the red metal violin?,"{'a': 'False', 'b': 'True'}",b,"['b', 'a', 'a', 'a']"
189,tKZ1W1irxI88p8QV,en,vqa,numeric,office,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9jnr9g1y8hrhqu5j.png,what number of other objects are the same material as the big blue object?,"{'a': '0', 'b': '1'}",b,"['a', 'a', 'a', 'b', 'b']"
190,cev3oiF2oXPPrbIv,en,vqa,mcq,school,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xb47la720mz89h6x.png,what shape is the blue metal thing that is the same size as the gray thing?,"{'a': 'lunch box', 'b': 'notebook', 'c': 'pencil'}",c,"['c', 'c', 'a', 'a']"
191,UG0wD3EFl79vZeD9,en,vqa,mcq,uae,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_55jauzx4ho5m11j2.png,there is a metal object that is the same color as the tiny metal camel; what shape is it?,"{'a': 'camel', 'b': 'dallah', 'c': 'falcon stand', 'd': 'bedouin tent'}",a,"['a', 'a']"
192,MSLwV6zapkeHQMnP,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_yknf6rc7kdi8ef9r.png,what number of other objects are the same material as the blue starfish?,"{'a': '3', 'b': '2'}",b,"['b', 'b', 'a', 'b']"
193,5iPMCfToWYfYtoRW,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gjti27n70hxrr7xc.png,there is a red metal object that is the same shape as the tiny purple thing; what is its size?,"{'a': 'large', 'b': 'small'}",b,"['a', 'a', 'b']"
194,IouIPyH0MfnsIVxt,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2wqgky0lr3gebuxk.png,do the tiny blue thing and the cyan iv fluid bag have the same material?,"{'a': 'False', 'b': 'True'}",b,"['b', 'b', 'b']"
195,7AnIHaAbkeTHGpc7,en,vqa,numeric,music,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ui93kpi2n8z235ah.png,how many small objects are gray metal objects or rubber objects?,"{'a': '3', 'b': '4'}",a,"['a', 'b']"
196,AJdDrMn3ZnuDDGdj,en,vqa,mcq,animals,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_dm0rfw47n2rys56c.png,what is the tiny bird made of?,"{'a': 'metal', 'b': 'rubber'}",b,"['a', 'a']"
197,b86akK7MSUyVJvwH,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9rf3re0i5ucr7qez.png,what number of red things are tiny hard hats or big rubber objects?,"{'a': '3', 'b': '4'}",a,"['a', 'a', 'a', 'a', 'a']"
198,AOOGDZwabuNlmurO,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lrkz9cfb4ypnopko.png,what number of things have the same material as the tiny cyan shoe?,"{'a': '5', 'b': '4'}",b,"['a', 'a', 'a', 'a', 'b']"
199,zc4f1bG04KQp4cHa,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0sa5wa2yfchp3bdc.png,is there a tire?,"{'a': 'True', 'b': 'False'}",a,"['b', 'a', 'a']"
200,Su85sT2JECXsZDV5,en,vqa,mcq,kitchen,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7p34lw9mblhvgiog.png,what is the shape of the purple rubber object that is the same size as the purple metal plate?,"{'a': 'fork', 'b': 'plate', 'c': 'saucepan', 'd': 'spatula'}",b,"['b', 'a', 'b']"
201,FFLT7HDVYmRdYTya,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lpqxez01heroipx1.png,how many small metal things are the same color as the tiny rubber object?,"{'a': '3', 'b': '4'}",a,"['a', 'b', 'b', 'b', 'a']"
202,fblmyFe0SAzsULYl,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_96lb4kee4wqb2ubi.png,are any green things visible?,"{'a': 'False', 'b': 'True'}",b,"['a', 'b', 'b']"
203,qWImTcOkyuu1bIHK,en,vqa,numeric,music,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4y1prswg6itt826n.png,what number of things are tiny cyan rubber flutes or big blue rubber things?,"{'a': '3', 'b': '2'}",b,"['b', 'b']"
204,sTXXnfvM43wnt4ZZ,en,vqa,true-false,office,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bjaw502m89xw202a.png,are the big brown thing and the green object made of the same material?,"{'a': 'True', 'b': 'False'}",a,"['a', 'b', 'b']"
205,ShXc5VursW0KZk7e,en,vqa,mcq,school,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g5jlpp2wecma8c5v.png,there is a pencil that is the same size as the ruler; what material is it?,"{'a': 'metal', 'b': 'rubber'}",a,['b']
206,8HWRhxI3EjJ9yNTL,en,vqa,numeric,uae,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0ky4mtz5tku412t3.png,how many other objects have the same material as the green thing?,"{'a': '3', 'b': '2'}",a,"['a', 'a', 'b', 'b']"
207,y3kexqVG38NlfqHv,en,vqa,true-false,underwater,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_h819ufvm8dw77e28.png,does the yellow coral have the same size as the yellow starfish?,"{'a': 'False', 'b': 'True'}",b,"['b', 'a', 'a', 'b']"
208,ddB8rt8uhzPNK91O,en,vqa,mcq,garage-workshop,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hovath2p1jyls8u9.png,there is a big object that is the same material as the small gray screwdriver; what shape is it?,"{'a': 'hammer', 'b': 'wrench', 'c': 'mechanic overalls', 'd': 'screwdriver'}",a,"['b', 'b']"
209,W0elRoIIVNRUUgyJ,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xlz92ucohn3zwgx6.png,is there a brown metal hammer of the same size as the green metal object?,"{'a': 'True', 'b': 'False'}",b,['b']
210,IaXLFxxHpvv2ePTh,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3xzgmxhnu68sk5it.png,how many gray things are either rubber things or backpacks?,"{'a': '4', 'b': '3'}",b,['b']
211,oxwLj5FxIBCsL16G,en,vqa,mcq,animals,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_162zeeefpq16aj5p.png,there is another blue object that is the same shape as the tiny blue metal thing; what material is it?,"{'a': 'metal', 'b': 'rubber'}",b,"['a', 'b', 'b', 'b']"
212,X40TexClTZRcv3TN,en,vqa,mcq,construction-site,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kbxi21p5daynei25.png,what material is the bulldozer that is the same color as the tiny rubber hard hat?,"{'a': 'rubber', 'b': 'metal'}",a,"['a', 'b', 'a', 'a']"
213,CGqtnexdO2laFkZW,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6qegmhvzq0nixosk.png,how many bags are tiny blue rubber objects or rubber things?,"{'a': '1', 'b': '2'}",b,"['a', 'a', 'b']"
214,jYyf7Le7dauPw4IP,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2i94pqoi4gf63t7c.png,are there any objects that have the same color as the hammer?,"{'a': 'True', 'b': 'False'}",b,"['a', 'b', 'b']"
215,x5NEoJAblRklTO4X,en,vqa,mcq,kitchen,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_znq3emoajh3u7ry2.png,the gray thing that is made of the same material as the cyan thing is what size?,"{'a': 'large', 'b': 'small'}",a,"['b', 'a', 'b', 'a']"
216,6DAcSFPUHnZdixLn,en,vqa,mcq,living-room,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_672g69vc7p5fuoaz.png,what shape is the green rubber thing?,"{'a': 'television', 'b': 'floor lamp', 'c': 'coffee table', 'd': 'bookshelf'}",d,['d']
217,wa4VyszYlsHMcaSU,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_zsv9tqd93bo2jhaf.png,what is the size of the green medicine bottle that is made of the same material as the cyan medicine bottle?,"{'a': 'large', 'b': 'small'}",a,"['b', 'a', 'a']"
218,Zxiqxc5f15ScSAyB,en,vqa,numeric,music,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ugl3n57w2q2o5vzr.png,how many tiny objects are either mics or yellow things?,"{'a': '3', 'b': '1'}",b,"['a', 'b']"
219,rZ1NoUNpRbYZi1JL,en,vqa,mcq,office,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_af2obgt5senpxblh.png,the rubber chair is what color?,"{'a': 'purple', 'b': 'cyan', 'c': 'red', 'd': 'gray'}",a,"['a', 'b', 'a']"
220,Q8B30hKboalMmQHV,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9jgrfll305s52kp1.png,how many notebooks are either small rubber objects or big things?,"{'a': '1', 'b': '2'}",a,"['b', 'a', 'b', 'a']"
221,zbvIcOu0fa9exy2m,en,vqa,numeric,uae,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4e5o1fo1lnsua7ar.png,how many blue things are there?,"{'a': '2', 'b': '3'}",a,"['b', 'b', 'a', 'a', 'a']"
222,702pw34JJb24jfTe,en,vqa,mcq,underwater,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1gjsa8mvodymw9s2.png,the tiny turtle that is made of the same material as the big green snorkel is what color?,"{'a': 'yellow', 'b': 'blue', 'c': 'green', 'd': 'purple', 'e': 'gray'}",a,"['a', 'a', 'a']"
223,J7Lu1qIfzBBCWuVy,en,vqa,mcq,school,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qr1evmn6ehlooqzb.png,there is a tiny yellow object that is the same shape as the purple thing; what material is it?,"{'a': 'metal', 'b': 'rubber'}",b,"['a', 'a', 'b', 'a', 'a', 'b', 'b', 'b']"
224,B4PZR0osxtnH3AiO,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_b6amv2ow62p892pl.png,do the brown metal object and the green thing have the same shape?,"{'a': 'True', 'b': 'False'}",b,"['b', 'b', 'b', 'a']"
225,TnjE9ecVMQ8eJfLR,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lx2xx5cbbtb9c66p.png,what number of other things are there of the same size as the starfish?,"{'a': '4', 'b': '6'}",a,"['b', 'a', 'a']"
226,PWZVRyGtLUQ5oSGa,en,vqa,true-false,animals,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xt4wujjmujegueyn.png,is the number of big gray objects greater than the number of metal dogs?,"{'a': 'True', 'b': 'False'}",b,"['a', 'b']"
227,AbCNQNmkKb5q4Mc7,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mtkq0hxwmp3h183c.png,how many tiny rubber hard hats have the same color as the large rubber hard hat?,"{'a': '1', 'b': '0'}",b,"['b', 'a', 'b', 'a', 'a', 'b']"
228,XQeBWMwEyvWew7Cx,en,vqa,mcq,fashion,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_keofaoej5gzb22ti.png,there is a purple object that is the same material as the small brown thing; what shape is it?,"{'a': 'hat', 'b': 'pants', 'c': 'shirt', 'd': 'shoe'}",d,['d']
229,PkpbwOumZKzWRVnf,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g9nwamk7c3lyo4cw.png,do the small tire and the large metal tire have the same color?,"{'a': 'True', 'b': 'False'}",b,"['a', 'b', 'b']"
230,9k5JzrBob4p6AC1f,en,vqa,numeric,kitchen,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ahe45ros3ctm04ky.png,how many yellow plates are made of the same material as the big brown spatula?,"{'a': '0', 'b': '1'}",a,"['a', 'a', 'a']"
231,ziIuzoqbwXhMVA7i,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0wg07c97zvusp1ds.png,the brown thing that is the same material as the cyan object is what size?,"{'a': 'small', 'b': 'large'}",b,"['a', 'b', 'b', 'b']"
232,b6bnUNcz1Ahlm8gn,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_i6amte6ldllybu98.png,what is the purple object made of?,"{'a': 'metal', 'b': 'rubber'}",b,"['b', 'b', 'a', 'a', 'b']"
233,WhYdrYix59RGz3jP,en,vqa,mcq,music,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ii2ta7efe5xbxo3y.png,there is a metal guitar that is the same size as the cyan rubber thing; what is its color?,"{'a': 'yellow', 'b': 'blue', 'c': 'purple'}",b,"['a', 'a', 'b', 'a', 'b', 'a']"
234,d0Ayv2SJvY3dj53v,en,vqa,mcq,office,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_joohfso590g2jgth.png,there is a big cyan object that is the same shape as the purple thing; what is it made of?,"{'a': 'metal', 'b': 'rubber'}",a,"['b', 'a', 'a']"
235,lTALleyj8L8XF42Z,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lptrxvl6s89qzj1b.png,what number of backpacks are either yellow rubber things or purple things?,"{'a': '2', 'b': '1'}",a,"['b', 'b', 'b']"
236,q8ezXzgAh3JZDx2l,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1wrgoas8m25kxujc.png,is there any other thing that is the same material as the cyan falcon?,"{'a': 'True', 'b': 'False'}",b,"['a', 'b']"
237,RDA4m5Ex6SeuAJaL,en,vqa,mcq,underwater,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6rcdil0usv5cspa8.png,what material is the small brown thing?,"{'a': 'rubber', 'b': 'metal'}",b,['b']
238,VhMc1M10pzN1Xk2T,en,vqa,mcq,medical-field,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_l3v0b7g8uxa3xdi3.png,what color is the big rubber object?,"{'a': 'green', 'b': 'cyan', 'c': 'purple', 'd': 'blue'}",d,"['d', 'd']"
239,mxidWGD9hz7VZNAd,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ht4uxmb42dt7pxty.png,is there any other thing that is the same shape as the purple object?,"{'a': 'True', 'b': 'False'}",a,"['b', 'a']"
240,1jtYcFq0aS9jnthH,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_20byv0j8yuqfyhgl.png,what number of cyan objects are either floor lamps or rubber objects?,"{'a': '4', 'b': '3'}",b,"['b', 'a']"
241,8952Ok7f2tE9Yw3m,en,vqa,true-false,animals,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_57gj72o790srtqnd.png,do the blue thing and the small yellow metal object have the same shape?,"{'a': 'True', 'b': 'False'}",b,"['a', 'a', 'a']"
242,Mc48E7MfgPnOzPk8,en,vqa,mcq,construction-site,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_76y8gj9prrfw8rmu.png,what is the color of the other rubber thing that is the same shape as the cyan rubber object?,"{'a': 'gray', 'b': 'green', 'c': 'red', 'd': 'purple'}",d,"['a', 'a', 'd', 'a', 'd']"
243,crjla6DEG54TUPKL,en,vqa,true-false,fashion,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_09yz89sqcrfybp7q.png,is there anything else of the same color as the metal shoe?,"{'a': 'False', 'b': 'True'}",a,"['b', 'a', 'b', 'a', 'a']"
244,SOXkMhOTT1Of2sgM,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hd9un6mc2zrn93se.png,how many metal things are either things or big brown things?,"{'a': '5', 'b': '7'}",a,"['a', 'b', 'b']"
245,A4D6FUR1AYknpUnz,en,vqa,numeric,kitchen,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ry91yv7yrzu7frpi.png,what number of objects are cyan metal saucepans or rubber objects?,"{'a': '5', 'b': '4'}",b,"['b', 'a', 'a', 'a', 'b']"
246,AzyUHeSI2PNPTTFn,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_12s7tfw07y240tha.png,what number of other things are there of the same color as the big metal floor lamp?,"{'a': '2', 'b': '3'}",a,"['b', 'a', 'a']"
247,NP2plZIh1w78i8Vk,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jlj6g1z9gaatrwcm.png,is the number of brown rubber medicine bottles greater than the number of medicine bottles?,"{'a': 'False', 'b': 'True'}",a,"['b', 'a']"
248,PTEp0KvpmQqhOshA,en,vqa,mcq,music,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_s1ma3y67pgrnif1m.png,what material is the big green guitar?,"{'a': 'metal', 'b': 'rubber'}",b,"['b', 'b', 'b']"
249,BebFAP2Eo8aABBOd,en,vqa,mcq,office,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gjtxxk00mjj71ejj.png,what size is the rubber laptop that is the same color as the small rubber pen holder?,"{'a': 'small', 'b': 'large'}",a,"['b', 'b', 'b', 'a']"
250,rcWDOzS4JoazuiGG,en,vqa,true-false,school,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9znfhyv3059cjh1u.png,is there any other thing that has the same shape as the small brown object?,"{'a': 'False', 'b': 'True'}",a,"['a', 'b', 'a']"
251,C3li3ptMAq6KJgan,en,vqa,mcq,uae,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ey2acfj6axsza091.png,what is the shape of the small green thing?,"{'a': 'bedouin tent', 'b': 'dallah', 'c': 'falcon', 'd': 'camel'}",b,"['b', 'b', 'b', 'b']"
